pathway	description	UniqueID622	UniqueID628	UniqueID632	UniqueID634	UniqueID638	UniqueID640	UniqueID642	UniqueID644	UniqueID648	UniqueID650	UniqueID652	UniqueID653	UniqueID654	UniqueID655	UniqueID660	UniqueID663	UniqueID666	UniqueID667	UniqueID671	UniqueID672	UniqueID676	UniqueID686	UniqueID688	UniqueID690	UniqueID692	UniqueID696	UniqueID697	UniqueID698	UniqueID699	UniqueID700	UniqueID701	UniqueID703	UniqueID705	UniqueID706	UniqueID712	UniqueID748	UniqueID762	UniqueID767	UniqueID779	UniqueID784	UniqueID801	UniqueID802	UniqueID803	UniqueID804	UniqueID807	UniqueID811	UniqueID814	UniqueID815	UniqueID816	UniqueID817	UniqueID823	UniqueID824	UniqueID825	UniqueID830	UniqueID1000	UniqueID1001	UniqueID583
GLYOXYLATE-BYPASS	glyoxylate cycle	2348.690438384816	22260.97505385593	4915.555155646071	3482.9737188230647	7221.903820362868	4539.554273698573	12105.480847376575	3225.481406942204	4745.23581055627	2050.9777919219223	3302.4490731071246	8807.72662080901	5129.910224274942	1021.6108525039676	4413.192159510752	7156.928471497646	5162.8118218963855	1636.2522728077538	5388.559847735777	8780.007298332173	8255.381869515388	7699.092873244644	6493.800901226393	3289.1547128673838	57375.99101027593	5932.753709746335	10454.029069830654	6140.691123752425	7377.536807619903	492.37976242357206	8919.916002549417	1740.0915694846535	2290.7317327191126	2005.4167512411	3464.0758307972173	3167.8993003893293	653.1382974450123	5260.61397796189	757.3645837701165	2160.70143510892	1060.7261145444618	2665.8622067543047	1800.2084620897622	2168.894990478024	2186.2259848195336	1805.2528684453616	1689.184696128754	722.933634632285	3276.5288344010314	3728.3423247194655	314.64643241664805	5643.423528091515	21761.695861562213	2309.799224524553	6487.270248640139	5330.543544042184	5926.207296664672
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	496.007594131264	1416.8703304142457	204.34775175782303	243.71738574995857	348.80923688732975	244.325725875373	293.3537455339888	395.9888345475754	198.55389825859237	469.1780529521119	430.01734651235256	853.5258018040911	86.2522355137475	84.61159834074353	229.51053733899087	186.0341420376429	525.696216562783	206.12615337587397	526.0863248914326	171.37021113437183	656.3749446811761	182.64827847723652	226.4452851911665	322.04459078181816	233.28169867971417	198.8928852086019	29.464761118287157	448.36026617208125	310.8103816866015	388.6203130492434	207.03092903829128	352.2433752809711	717.4485304971671	487.7404994345053	372.8253792136705	563.6349933341277	259.51574945902854	811.308485071474	291.55121965804705	825.9575647924461	403.38096006763567	226.03988757564895	852.3844493184409	347.8239498320799	280.649844654249	669.8304686840024	417.5533400879688	523.7640866653371	647.468291735781	321.45456883293195	378.6842585084781	310.60714981698504	389.98137720639374	984.164606133426	418.50013911262806	31.864575995258303	280.7964668300039
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	0.3272727272727272	5615.732471266902	222.54545454545453	62.72727272727273	1162.3636363636365	505.09090909090907	1934.7272727272727	139.63636363636363	154.56638546398443	4.109815950920245	51.27272727272727	787.0909090909091	55.74545454545455	232.36363636363637	1.636363636363637	3.2727272727272734	0.0	0.0	90.0	217.63636363636363	739.6363636363636	1549.090909090909	23.454545454545453	2.1818181818181817	1702.5859183862876	43.09090909090909	129.8181818181818	36.43639282847205	1399.4181818181817	38.72727272727273	2.0796419398174897	0.0	24.000000000000004	143.99999999999997	386.7272727272727	249.2727272727273	116.72727272727276	0.0	0.0	211.0909090909091	198.54545454545453	340.9090909090909	53.60475650460203	227.45454545454547	172.9090909090909	78.0	179.0919282511211	0.0	635.4545454545455	1026.0	43.63636363636363	11.536559117951636	7107.272727272727	274.90909090909093	10.363636363636363	62.72727272727273	0.0
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	5700.888234460263	13040.05271777329	6313.49554115792	4978.260962691192	8054.928326490869	6793.468650196352	12127.56446691758	5694.475927751246	6090.93280465977	5409.268426503877	5514.097217522112	11306.979975250177	7865.255275761137	1191.200449531991	8069.027044787206	9004.811246888408	9261.24584950328	8384.19578342483	8674.849467242533	12100.042403730433	10733.720195886915	6140.4429098718965	9805.411943245375	8614.505383924923	48729.14195535286	13429.653002046893	8266.410845209091	11880.905964402047	13594.835093531508	6770.524381499134	15180.490195217471	5795.105534301752	5016.701205809974	6698.660041894718	6447.291455242529	18518.920590654267	5422.504488291342	9628.475703573564	3156.604339979695	5234.994268209131	4992.067797242535	3912.547168659633	6598.120966832976	4849.99414441205	5209.815721229888	5725.753444352325	9821.384286057875	3815.1449348882097	4938.529591997285	4327.532821729183	3564.865529632573	8544.37124712233	11742.312165267367	4880.637308663485	9617.79243164052	11226.161975383326	12418.933698094515
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	6006.432450481029	18900.18653589206	6815.751587241225	5244.998641570504	15190.060585636078	7505.359104523482	13590.86381410355	6154.744873054173	6415.610876208812	5682.027916807073	6195.089453463244	12618.595098656184	8820.169181575802	3392.1456658717166	9275.279337754791	9707.907919996416	10252.723968462053	9137.230744272454	9420.735870471784	13522.339506712096	12231.34718020234	6563.8187391214415	10841.054474700932	9330.03800216555	72766.68398571479	15366.755693857083	11012.244772687509	13374.70544291902	15327.59395364595	7447.777294488453	17139.86469688098	6079.71675835895	5289.873376058831	7130.449550641169	6797.737062975651	22388.907136221635	5795.291007691871	10978.8156452873	4258.905127438603	5654.956617955055	5206.740226352479	4569.590268804624	7268.961147450307	5288.990029366822	5689.255790125538	7406.188968340117	19931.702236481025	4112.819399292606	5083.869555851228	4446.209354399812	4836.64040716849	11748.343104510028	15127.138854059329	5218.62218843289	10809.598199150696	13749.431440893946	13862.39073322312
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	9388.929762279406	44419.43387780366	17816.353599915827	10220.318320216897	12070.981456896532	12992.98089691485	19543.40638074558	5489.405725405248	7718.056898388135	9132.139962123956	19098.027789220523	12339.680441024428	11815.350632559494	13032.51856854775	14704.20310463333	17867.423383311878	14832.139102970452	4972.227156744359	14347.48897421588	9398.889122466864	15910.5350940076	24044.35891537149	7759.775075877484	11485.312153599376	29445.749158560124	6399.844067757487	7981.309623793895	9275.106986600556	15083.17133110624	15667.230987956476	8562.082572967389	21467.951732889556	11822.797355695164	14075.386088751076	11344.247976035476	18301.404449186448	21708.622341665898	13821.83210813756	7162.659902701966	18633.79221948984	23343.210695067864	9205.759170791984	10988.159695482696	13520.035101753998	11731.144745776272	29226.07582468762	28498.97809364473	8493.91789002531	10066.720740632923	10109.056788201022	12947.444324519824	10729.554294281124	42475.24124882522	16360.010744537622	13869.64407947264	28763.691215707287	9323.054271438468
HISDEG-PWY	L-histidine degradation I	16669.725137213714	12444.563871047256	25440.711048980764	11047.912207702522	37696.77388603606	16821.539806717363	17072.41878467262	17128.74501308926	24021.091574038124	20523.0718198758	9835.611387482377	23810.849303065672	13645.85998139803	13552.618968651492	16954.175130383184	17008.0768166423	15109.426447893356	22821.775833268963	25566.28248822477	30447.448493365577	22061.39042281202	17155.250318710285	21852.67482642242	26898.181395145384	34959.74804445785	17454.231164686724	10997.642498202533	26005.16452936264	21742.214011262146	14409.586165607196	20287.97653240993	19718.84904528708	22651.10869409564	15728.25856282542	22005.71685581748	17933.779071221896	8158.888965333615	11865.270441125029	11636.911701656889	10107.138851851172	12764.522922369852	15859.675223126997	12616.005454907176	5948.937956039956	7271.9371610738735	12790.42541845403	10979.90844997922	7907.7024190642705	9097.277341412191	5939.044036061092	7461.653830323939	11567.683977559258	18363.87944976709	6156.873534360921	9967.949654824892	21838.761616319494	27384.28542735542
HISTSYN-PWY	L-histidine biosynthesis	137784.72616930492	113565.41369416268	122159.09194887662	107951.83377000928	192887.3130536521	128316.48310826908	196086.5674477191	119777.70898189612	105580.8999983804	131205.2683467942	119878.45983592446	132470.02111370157	127832.70997394448	118135.70363236131	140648.90173613137	145156.53227546057	151569.59622948038	150797.82598518158	113453.24918486658	104168.16190587947	137224.46936860043	105000.43205706144	187983.5930440515	218667.5360464313	131037.3889401038	162030.669907655	143207.54565684314	157639.3925967116	153889.4601505406	137775.73680160413	133575.6534333572	133890.1674274388	113022.1171681796	127387.1098641549	142656.2968650684	120900.07978024991	113876.06261711707	138088.9283867915	100181.1995155264	120109.5221786456	93604.3037211646	140198.48690219855	138047.66753388994	137996.74395403822	140786.09324635577	140064.08014078258	144999.10943389707	123571.42215792045	121652.03887487408	104289.90576237752	139498.17715389567	123366.89361754167	125718.05236004772	121848.06781572574	141196.82452539183	157032.7928576671	152221.31608445896
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	63308.64812504053	58126.45356208154	59558.25219066921	22698.437020035173	102076.30296227208	60416.24806368661	130690.68564672198	59065.25476073087	42620.21962137637	20156.779388083803	48905.47927570966	32205.947191462783	41860.9401210867	35494.45298499711	65296.47572565773	85509.36160372989	89519.95637816204	95591.2073345972	35255.09086893878	60491.92708413745	53163.41617235173	55619.51276101563	124808.26023494233	130105.3983632772	86114.91543057712	99563.91284169488	86490.00145474506	70367.59789578286	95227.19488873507	86571.19526360014	54811.92940105184	63853.09422125688	29641.500858319392	80167.15822436156	50803.2523738896	59856.70074935786	66601.03848594982	30059.08854071101	25458.067681221837	28464.49397295853	71460.86458595954	40294.49035663736	22441.01191612452	48678.17899620813	63182.24748575248	47662.76084550259	76465.18414107649	19350.416027095005	21552.44324281669	19574.30443432572	32504.37576101456	25931.039606394977	35752.88905188999	74638.11149087653	89253.7363536101	52697.14400953891	35966.16525027886
HSERMETANA-PWY	L-methionine biosynthesis III	67597.45657720741	63076.055938533806	63473.06852085394	23488.60417409674	113026.63531787062	65970.26228363339	146079.50910926374	63961.69425686264	44739.69438382606	20496.88235729065	52428.591528752666	33265.694695696155	44348.86004839326	37310.46532942471	70895.12516066927	93570.1862695322	98572.32463414392	105403.9628723893	36892.48940973537	65357.74917413248	56225.97510000011	59719.26964066736	138155.83352992023	141820.28142717225	101163.02509264035	110634.79806669158	96851.87354679166	75240.73694089067	104844.52368334382	95008.4504624114	58274.93797894606	68247.77260714833	30616.21758862372	88083.72357771226	52949.92869981892	64117.30187885495	72640.30600715973	31189.90700455152	26941.393442575816	29477.729075472827	76651.70630041433	42088.788269820456	22906.69339338024	51738.32739516122	68286.678576296	51550.57571311248	83481.10300550859	19783.92566850313	22023.491342534773	20019.890744463373	33737.182331098775	26889.921335147385	37084.07973231115	82031.44339724405	99664.83553475744	55192.22341832755	36995.18023946603
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	180562.89313166408	150153.7335132235	161046.02931533282	133337.41496802247	229611.4976546333	163888.07958321914	247912.48682329696	154437.9985492558	143308.924326298	172264.37088424232	151487.0594183392	179529.75867039096	165741.25452384414	144138.30366578724	180723.4173467268	193954.01742854112	194754.47480565915	189978.2252232073	152044.49754337568	132256.4259783014	179168.06754290147	133874.53726726887	236991.5523739328	277416.98079522507	190607.8960326545	203564.05726486165	169174.1840912577	206372.79459176149	197386.022732634	175514.71560275843	191565.7131336096	178019.4961531053	154252.72639239882	157867.45371873604	192512.53997872223	161212.73874985403	151220.64221965734	168731.0151646938	126440.63462501066	155261.61492695604	152266.49800183965	173204.51430977831	182868.9211196101	166864.29482872234	170739.23842792143	178769.44595873862	182825.3972738785	158248.92227459722	169528.00727781895	146029.25635399547	170691.2902037774	154139.4910225962	163088.90985577303	156761.81309102193	180196.99615720325	205763.1034049105	203173.02604564663
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	57491.191928475295	34210.907224983115	2711.212521689315	1713.4097300619896	91896.58146383164	55717.38023359315	125314.3455943463	58227.63261789246	40037.84037653826	10081.935687891926	1225.2784330269235	29445.008987056244	1930.414460324824	2573.3626530086904	51936.90077514353	75797.42427717734	71933.43503284625	96000.47636533718	28763.209505992323	57917.968661309686	43407.09041758527	38229.12301775267	127030.13261707607	119951.15172151195	28102.73529511488	92086.21516921646	73324.11657118858	64200.3518561649	92125.9201272772	43607.818971769775	44619.12175191068	49940.29047571645	1695.851756346252	74118.86577994934	44609.63512875681	39778.71296742719	7385.247285013766	18353.047197224936	1637.4818603822614	3651.118799147022	2307.419118682541	7872.1907308343	1677.592294778437	17723.62835495535	38714.47738227439	4440.440244583035	23668.62133099595	4429.716593746082	9087.801636507713	10130.732418585298	2976.4901966020266	6989.4281745504	27398.12469038884	5140.547035839079	72273.02125306867	24439.74965010302	25250.780263067853
KETOGLUCONMET-PWY	ketogluconate metabolism	0.0	8085.93508192636	365.0415483870968	112.49526515151516	1714.608930863745	823.7978545887962	2966.1190609019063	243.304145679969	245.010656276406	8.986473849442255	93.25308537616228	1229.5454638646847	98.6888395486882	408.72479771537365	2.9986392500755974	5.996181586762835	0.0	0.0	172.0857415797505	381.2121787709498	1213.6388974914837	2472.9062045784885	40.70673412421493	3.995031055900621	3911.316915384964	79.42060048202656	232.2563374569053	77.88386150654553	2162.2757822829444	70.85874012217677	1358.1517721748594	0.0	55.76195536663125	288.7286648834767	656.9841680463577	431.3365691816171	210.65502885107009	0.0	0.0	376.81526806526807	334.4711388455537	592.4309085867454	95.62329210086592	405.9943670886077	309.7804439974136	149.38439736413235	280.1947537271183	0.0	1076.9713970683615	1664.0102359279988	79.69998124882805	898.4730872344815	10198.623732023249	490.727139722019	22.948738621233645	113.82923158640226	0.0
LACTOSECAT-PWY	lactose and galactose degradation I	1346.968097452116	33569.190254672176	1047.5198700384756	2547.9975881262185	1040.4050442012	1294.266286581114	2467.081678013857	1368.6273839001674	1628.979512950082	2263.110473777371	3396.4449984472226	2320.988156585257	3250.818300678703	1454.211758639633	3844.216036032537	1288.0874046608294	1780.389852356018	506.9347646463992	1281.0813567176	2057.7549657118643	2243.7310800769696	2326.268589536729	1519.26644512382	1020.7145019802	2594.5786464158905	1525.0745061987811	462.1009659602722	1738.4795676328345	1583.3113241588012	1026.812994846245	1667.623085283831	5522.637226662763	1486.1768567337667	3216.99010095883	1858.6151800263656	10296.021521693569	10388.872581485124	4084.8227280355018	1907.974227739332	3082.453694247565	49790.51971319801	503.7091834058136	2334.4751509005137	2491.387385442806	3115.9613930136748	6724.810321072986	8350.701254120528	2211.6999196006245	2445.1464784333234	2352.2393671310456	9347.280891741431	3242.8608588576963	4553.669331791987	3212.520149749031	1861.5480441107936	7900.172100224358	2017.3493410303631
LEU-DEG2-PWY	L-leucine degradation I	1693.2952858600013	4586.097106128627	746.5031050789007	877.2282913685269	5029.618857193282	6948.813919750691	6209.558213601138	3900.8679323660663	4049.1373482365007	2029.3873222753705	2575.111715775446	5230.413633113724	4524.099825776244	1322.3103530050062	6311.204721640562	6691.192559959222	4764.565009288584	1880.9119125409031	6204.886058071695	5883.725840754085	4995.920005121134	1924.0526669841663	5903.953553635523	5797.844767493176	50580.82056028822	4187.44347505997	7403.262672869131	6598.356501167515	2733.607817077227	920.0621648970648	9919.07372276586	3457.393991190262	1644.158266162349	843.8133211633213	4511.500823205919	3353.9175397337867	146.61531332152677	5105.9592068559705	2323.8126921082217	1736.7209141154976	563.4445485239402	823.8404242307813	3492.7526452621883	1466.1404818135788	2054.878730901265	4652.099399969897	1084.7138415716338	2887.377539895408	1135.4415821413572	322.89036670376873	23.258413466236743	5803.806943352665	433.5622405674284	1225.5953163895522	4903.8998449175815	5130.073652826485	7223.447807491741
LIPASYN-PWY	phospholipases	273.02587560697623	0.0	0.0	0.0	339.99581595309394	0.0	7.479122258735026	0.0	0.0	4.987483172247033	0.0	187.6219510659952	0.0	0.0	0.0	0.0	55.89146579458044	0.0	17.368970857729447	0.0	376.62390434888135	53.61532076530845	0.0	0.0	14.986246185313744	0.0	0.0	234.08024936714736	0.0	0.0	1180.3640985371062	0.0	0.0	0.0	0.0	0.0	0.0	41.33172818393238	0.0	0.0	0.0	0.0	4.995068057701346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	475.8997988884299	0.0	0.0	0.0	0.0	0.0
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	3.1998684162330284	0.0	559.9565826016301	0.0	0.0	565.3430204986333	0.0	0.0	4.788648917702533	4.375392921320405	0.0	0.0	323.7198234620232	787.9898999150994	0.0	23.29553607740729	0.0	0.0	0.0	0.0	0.0	7.996007790076028	48.44699218301549	0.0	7.994279299555819	0.0	759.393410308061	3.1805495157924133	4.79846055351735	0.0	7.465832201170104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1823896498553204	0.0	0.0	155.39423739186137	0.0	0.0	208.3878670313045	315.05711863165044	104.47188202898444	0.0	796.7655550022498	0.0	0.0	112.0344281012848	0.0
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	84835.6503372834	78952.90389021345	79599.41749515357	32516.02373189698	135135.4472036745	81026.53788947185	170677.7118171425	79389.30661676425	58253.285925117045	29690.66674905644	65501.94330896941	46177.45376796017	58000.82722996784	49234.25857583702	87409.924771826	113176.76288899985	115694.62780608288	124593.6566942566	49789.15653298079	79147.04616816797	72743.92381057987	72425.78578749923	165411.74475036666	170604.95980938745	110453.47807842265	130367.6887488043	111318.3768736824	95111.4040017956	124422.82373453636	107328.82797003257	75682.74797812423	85230.14180446905	41987.646281198766	103906.27226616514	70338.66112565328	80655.68912144538	86585.03838249235	42769.378192011216	35892.842871133216	40908.27052469311	92819.51173123758	56146.178486729805	32840.585311126786	66001.78363188944	83319.73988386484	66198.66036307478	100353.28255504517	28251.891197750087	31477.749241029684	28512.519404341467	45731.36596975207	37086.3766579798	50492.18699494811	97038.63588200865	114191.19182447207	72832.30225624578	51849.8311864384
METH-ACETATE-PWY	methanogenesis from acetate	16680.28695908196	12185.46215622444	11465.123000624157	16741.591413017322	15166.955413934984	14293.96850076672	17746.552422771892	15663.935352700271	11059.144013881683	18896.87443470173	18924.110308032887	16911.43838586824	19516.1358248715	14384.862898610065	20155.150274690783	18952.159218150904	17052.915249747304	12604.474661286307	21492.66370240811	16822.153823081837	17353.168143127343	18061.56528111404	12394.018237109682	12782.524202424733	12654.189529631873	15943.809311804374	17870.64619266372	17917.749989772994	14140.682825524633	34458.96040993936	10334.834472819552	16202.907877674234	34320.84947936182	14279.866345115654	14623.748198953395	16459.546463587947	20917.94776540325	24981.85448276269	15289.993606295136	14309.289953563524	24981.45473254641	17798.60322251526	13665.233560259405	16633.017946744563	18684.824822826387	20747.5577780535	37759.45535121238	20786.955784189064	21146.468609286912	22740.43665190522	45884.41977552379	20010.220205175297	20918.28850706015	15236.613280393209	14969.192709044471	27660.57593497449	15954.11201888064
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	766.178279518534	1906.24292951626	0.0	4293.643307905067	1818.714373706429	446.55002235640086	2713.9185668143555	312.7683022828654	409.42774255144286	2261.9298447498445	874.5759408039867	1016.5603550101024	3632.0571387758014	3575.282891498579	4528.91102633335	130.1796493063318	0.0	395.0477658239728	0.0	514.0153120809723	0.0	685.3067489913891	1131.34569641215	339.11564846083763	603.7784529095583	0.0	1053.9460693074536	1036.9333350859088	197.3501278129597	3214.2330065755136	536.9118937628789	56.81232619377812	0.0	1099.7782162331089	1010.9525108199445	0.0	81.5621357381019	5690.452062300124	3714.682705509011	0.0	6737.133713608416	0.0	3213.0616060522766	2987.497677458969	15565.300868300676	0.0	0.0	476.4661561717331	550.1523433440204	0.0	0.0	603.6700619325356	0.0	8.260552877111442	339.18709694229847	1748.25135725429
METHGLYUT-PWY	superpathway of methylglyoxal degradation	0.4999687034496289	7309.465557337	459.9147868774934	120.03026653403072	2032.054065605138	702.2842328352574	2704.624715381978	295.13145929770286	284.72634224893386	6.974375087501382	114.43710500505804	1332.2330495569356	123.80047311293733	400.4901830119708	3.747999488465615	7.492779277372464	0.0	1.2493725961283113	193.01975887310817	395.4169676199436	1206.684257993001	2114.909897305975	52.55346850687916	27.2455802728246	2044.2917607426093	71.25734795668117	224.0883162612692	79.78728294142606	1969.0103482255392	81.37167977771524	6.74366236744335	0.0	45.34906044425356	241.9586238995804	713.7435496987268	512.3436754390721	207.96065042249825	0.0	0.0	419.2077288155512	361.1435337377763	602.9297853923067	78.77563489212544	450.16381057898286	346.0702761714016	170.91388589050678	317.6722472877653	0.0	1023.439988443111	1439.6824937077768	83.67328680019307	17.173098127143017	8404.245527777277	424.1561153866638	78.98334748402452	135.60814165637774	0.0
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0	242.34604656906717	0.0	0.0	0.0	0.0	3.749988136928319	0.0	141.7852256967763	4.4556852347066265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.538459628900293	0.0	0.0	21.197511051539504	0.0	0.0	635.2447300552932	0.0	0.0	0.0	0.0	0.0	873.4253299318656	0.0	20.437643839408484	0.9814477233998212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.42116060052886	0.0	0.0	8.974310282697031	291.20223587453034	0.0	41.457595450265536	24.99953020251015	0.0	488.50992346764815	0.0	0.0	0.0	0.0	3.324094464363502
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	2268.3911983794856	14618.932861095513	5497.3584794434	1862.0982910093544	8988.12152221253	4426.032259561647	7824.5484485888	5011.632276092338	2503.125682467456	2915.8901286786136	6144.920537333428	5753.047373371256	3710.3058929045465	7078.36663350306	8428.815888727604	8790.438746525828	2487.400130562633	1780.094245396915	3520.992937147586	6285.959649693985	5040.854404448779	5876.009933688245	2736.0722653158527	4841.899181698824	14697.021035905804	3475.0593065115377	2385.1337216209317	4110.965623084491	6834.81616446477	2368.8814117859706	6294.056572707833	9638.83769411192	3326.981828909899	4132.798298892089	5579.076194722635	21515.05048932013	6410.200755800672	5095.269832541988	9099.861258897616	8936.269958079134	6470.666242507083	11739.577780550202	4265.37425802434	7565.293059640682	7413.524573294482	20601.398805079247	19148.370009042963	4612.0584828583405	4936.209752832616	5197.241516943053	7801.553170681477	6730.361731041091	15585.467052794073	4617.82555717195	3137.495233872042	5915.553097457879	5695.014568960712
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	0.0	841.7666759921357	0.0	0.0	39.822639562129645	0.0	19.88967873656128	0.0	0.0	442.34103914431785	0.0	7.957986001892321	11.96319891763863	0.0	0.0	0.0	0.0	0.0	54.55651440653594	0.0	23.540823250233156	0.0	27.106059575230358	104.75098545400272	14022.169863197594	19.79488545488384	62.89161638280038	2.677835463909753	6.795919979974453	0.0	2678.3706816746394	0.0	15.895383670966718	160.71842201091613	23.20514111959413	0.0	0.0	7.980079537251053	0.0	15.656441882661918	13.059133926821431	29.333883343371703	232.46451326852232	0.0	0.0	105.49330392359528	0.0	23.46556432579781	14.697314326509137	0.0	0.0	925.062080065608	45.92942963250604	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	lipid IVA biosynthesis	75033.77524713174	43440.29012771272	50913.17271657872	35966.01393589251	108206.75048274948	74725.21843475832	138719.44757662452	77753.38491518275	68557.52844446586	46611.568444693934	28737.162532590657	60469.811392842064	44799.68911155063	21998.96221739136	67443.36656944198	96003.06303982834	85485.76948697143	112357.3077547885	60407.90531160871	79198.74463007042	63199.90860835386	60755.99239131579	142216.77934214013	137544.18535928108	78605.78584933626	106573.72257749789	80926.15644850327	93544.38246423398	109622.38484995138	58467.300801980295	92443.4983847012	74904.71771677626	50558.41616931261	87336.37866080167	67856.32006644915	65197.36392922861	30975.346040539014	39421.2895455402	22066.971024306236	42407.47516819272	53208.29358472196	27687.831243283967	41054.417401308434	33762.528889652145	48786.11054507765	23695.47514981535	30173.467703882543	26199.17753732843	60500.3474483351	56820.054527816406	8225.516292307879	26659.832731948176	47990.00342374232	38888.31865125017	82590.09132497311	51807.69412253332	78715.53522277612
NONMEVIPP-PWY	methylerythritol phosphate pathway I	166783.26713004717	135618.6998749161	160594.98888082267	130174.01353287345	201090.768072128	154831.84602108324	220725.53025395912	149572.14879037076	142077.75638214464	167872.915969112	139735.80734936253	170568.9150751082	149454.4904988953	128081.54554705648	165409.95721116665	184649.7139316627	176861.8410981008	176066.3619220576	155058.95408960042	139767.2642769164	169973.34587392004	129215.51464132647	220595.59454852043	251734.1895962777	149058.2874261623	187501.05567323836	152796.38919780083	197632.9311763048	182485.35444680648	157382.70628876376	176859.61666128153	170875.1529187957	147954.38713863151	148304.21098626722	181261.91856218292	159310.6219642823	138719.7983140586	154781.74770396153	107454.96186247468	150092.6968025855	122736.0497136212	156675.59768218675	167540.87143809602	155458.5395073705	156637.7490297282	152709.01469528422	169055.00185028135	145103.339230836	161183.89181344013	141721.26655366604	146910.89321682142	140192.4790562075	156165.85951718464	150548.64180168384	159087.44785693788	191951.82096515453	200868.43538513756
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	216735.3013553125	216088.91290701972	210578.0703977561	175858.7102220525	273032.4921701428	209701.68821406984	293141.0718093369	200878.7743161185	177206.07154865676	212141.1594819814	194250.66422898552	227267.83672634012	199283.2474876524	187537.6191297079	228309.29956167532	242116.34410266625	236353.98520472177	224411.4532395896	203631.50226709896	179111.67988004288	228344.8225840069	177855.71542415413	284107.96193805325	316208.9364523172	206127.29197089848	247262.6174450164	205442.365759106	262948.4784024812	242249.66146015	213886.170616526	234919.93558822444	233685.02228183183	200149.3213424881	196937.1839747889	233731.1317701094	214639.08748520532	195956.1421770656	216435.88794835575	152505.1162744161	213159.4586339702	194438.0594040637	214944.2426086456	223590.1117267685	220439.0247687308	220306.15709811225	221525.53823665608	242200.922402894	200066.40512602733	214264.65028837093	186161.6536867857	225863.86961928735	205029.78584993625	229699.40052649865	202927.0426414049	213565.2274974751	259709.96254498468	251079.35336026017
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	125599.94713187788	122861.03442508576	124393.33052593347	97687.28024192103	164144.9658335763	121168.65472676198	167391.48318897927	118143.40333004225	94891.83015509429	107090.50439956352	108694.15269457838	121524.88329753152	113974.45974332944	101464.89667536344	130567.56445276491	138779.07085511278	131839.2302738426	128741.55979831373	109145.53231335332	98611.85983433216	123820.85147686025	92100.17947423228	165683.76189992944	175240.16001831315	121314.9048099408	146695.36426699974	120886.59343727933	152364.0615393877	136324.28500532452	119685.2521199475	127951.0404781895	121027.76298303856	102927.92598171064	112692.04653181738	118384.43352433946	116510.26555784064	114486.0735191793	113805.55911333988	86244.88243586525	114146.66859884694	112564.96638843283	121724.5899479332	117548.11576079996	115800.84641961296	119171.89201953012	131284.5781210488	140698.76188146035	103086.35914698416	115953.73666161163	101556.9271940703	122651.17630473772	108575.24548246615	119616.44252003824	115323.43431659284	120835.972872024	136495.8304750306	128522.06007696455
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	1.0388677952596892	9338.55895907027	476.0247448326024	130.51530227190756	2231.335855559614	1027.9420416082987	3403.977086125268	291.934463249522	397.70318480552686	7.014505152888946	117.49368358674629	1512.5876235002445	120.22023115082165	478.2762959171576	3.498895604324173	6.996374379084395	0.0	0.0	192.7846264440983	473.40145356629085	1422.7025266071355	2604.4304464446504	67.75243459279758	4.664649572804332	2450.376042139877	96.48662583671558	260.0363569490209	76.08946192679299	3155.196862770406	81.6000362283656	3.244271258645964	0.0	151.27522079663896	346.9274176507386	761.266639031088	745.0993515822477	242.5741170709058	0.0	0.0	597.907973715864	395.334961274316	984.1874423884088	100.16230726213448	423.5057167125158	340.81864535307534	212.6293138434748	692.3076056715416	0.0	1207.4356039813442	1549.819376870419	91.42755245298696	0.0	9890.889662504063	545.2606318111467	140.4668456960081	389.4578149304296	0.0
